Zipcode,Total,Black,White,NotHisp_Latino,Hisp_Latino,geoid,Median_Income,Below_Poverty_Percent,Below_Poverty_Total,Updated
32408,18864.0,853.0,17364.0,18005.0,859.0,86000US32408,79016.0,15.17,2851.0,No
32409,10144.0,69.0,9838.0,9707.0,437.0,86000US32409,74970.0,11.7,1185.0,No
32410,964.0,0.0,943.0,894.0,70.0,86000US32410,73750.0,8.09,78.0,No
32411,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32412,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32413,14805.0,472.0,13546.0,13936.0,869.0,86000US32413,77177.0,7.92,1172.0,No
32417,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32420,1958.0,18.0,1897.0,1899.0,59.0,86000US32420,48571.0,17.06,331.0,No
32421,4834.0,55.0,4662.0,4709.0,125.0,86000US32421,50398.0,14.71,711.0,No
32422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32423,966.0,224.0,742.0,911.0,55.0,86000US32423,67260.0,2.9,28.0,No
32424,7514.0,2086.0,5346.0,6852.0,662.0,86000US32424,63958.0,16.55,906.0,No
32425,13586.0,1188.0,12067.0,13270.0,316.0,86000US32425,51265.0,24.76,2917.0,No
32426,814.0,532.0,245.0,803.0,11.0,86000US32426,31917.0,20.96,170.0,No
32427,1034.0,157.0,789.0,1003.0,31.0,86000US32427,41406.0,35.33,360.0,No
32428,17564.0,2947.0,14307.0,16758.0,806.0,86000US32428,48206.0,22.77,3356.0,No
32430,1173.0,0.0,1138.0,1134.0,39.0,86000US32430,57750.0,12.87,151.0,No
32431,4145.0,652.0,3462.0,3960.0,185.0,86000US32431,56875.0,19.39,798.0,No
32432,0.0,0.0,0.0,0.0,0.0,86000US32432,N/A,N/A,N/A,No
32433,17877.0,2267.0,15310.0,16824.0,1053.0,86000US32433,53099.0,23.37,3778.0,No
32434,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32435,7494.0,557.0,6739.0,7270.0,224.0,86000US32435,55625.0,16.06,1174.0,No
32437,843.0,278.0,532.0,843.0,0.0,86000US32437,26023.0,51.01,430.0,No
32438,3822.0,9.0,3760.0,3611.0,211.0,86000US32438,32454.0,36.58,1363.0,No
32439,10413.0,412.0,9180.0,9000.0,1413.0,86000US32439,66929.0,10.82,1126.0,No
32440,7777.0,1902.0,5761.0,7253.0,524.0,86000US32440,54866.0,20.72,1098.0,No
32442,3299.0,506.0,2857.0,3260.0,39.0,86000US32442,50852.0,15.08,493.0,No
32443,3165.0,1330.0,1798.0,3076.0,89.0,86000US32443,48864.0,23.85,755.0,No
32444,22163.0,2081.0,19581.0,20868.0,1295.0,86000US32444,82273.0,10.16,2249.0,No
32445,2497.0,910.0,1488.0,2171.0,326.0,86000US32445,34507.0,31.48,385.0,No
32446,11115.0,2533.0,8358.0,10581.0,534.0,86000US32446,56927.0,14.34,1387.0,No
32447,159.0,122.0,31.0,128.0,31.0,86000US32447,N/A,N/A,N/A,No
32448,8405.0,3079.0,5081.0,8246.0,159.0,86000US32448,42355.0,27.83,2307.0,No
32449,552.0,0.0,552.0,552.0,0.0,86000US32449,52813.0,1.09,6.0,No
32452,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32454,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32455,4081.0,82.0,3798.0,4043.0,38.0,86000US32455,49643.0,17.06,684.0,No
32456,8036.0,1277.0,6650.0,7856.0,180.0,86000US32456,60346.0,10.59,836.0,No
32457,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32459,17213.0,329.0,16578.0,16260.0,953.0,86000US32459,96987.0,6.09,1045.0,No
32460,5690.0,1688.0,3902.0,5246.0,444.0,86000US32460,55425.0,15.67,537.0,No
32461,36.0,0.0,36.0,36.0,0.0,86000US32461,N/A,0.0,0.0,No
32462,3488.0,504.0,2754.0,3410.0,78.0,86000US32462,50000.0,19.58,683.0,No
32463,216.0,23.0,193.0,216.0,0.0,86000US32463,51250.0,28.7,62.0,No
32464,4367.0,61.0,4187.0,4265.0,102.0,86000US32464,57637.0,20.47,894.0,No
32465,7962.0,1518.0,6373.0,7446.0,516.0,86000US32465,54167.0,15.34,868.0,No
32466,5795.0,230.0,5503.0,5593.0,202.0,86000US32466,60960.0,5.83,336.0,No
32501,11134.0,6504.0,4655.0,10663.0,471.0,86000US32501,43352.0,30.84,3024.0,No
32502,3331.0,946.0,2592.0,3218.0,113.0,86000US32502,90694.0,18.25,608.0,No
32503,34233.0,10378.0,23019.0,32372.0,1861.0,86000US32503,62413.0,15.96,4687.0,No
32504,22562.0,4766.0,17696.0,21368.0,1194.0,86000US32504,71462.0,16.78,3745.0,No
32505,26354.0,12242.0,13869.0,25231.0,1123.0,86000US32505,42576.0,22.81,5944.0,No
32506,36664.0,7914.0,26457.0,34419.0,2245.0,86000US32506,60781.0,14.77,5391.0,No
32507,31036.0,6012.0,24031.0,29397.0,1639.0,86000US32507,65768.0,13.69,4178.0,No
32508,5383.0,686.0,4318.0,3958.0,1425.0,86000US32508,61518.0,7.05,85.0,No
32509,675.0,245.0,416.0,428.0,247.0,86000US32509,N/A,N/A,N/A,No
32511,1034.0,146.0,881.0,801.0,233.0,86000US32511,N/A,N/A,N/A,No
32512,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32513,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32514,42444.0,9419.0,31292.0,38693.0,3751.0,86000US32514,59274.0,16.48,6605.0,No
32516,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32520,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32521,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32522,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32523,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32524,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32526,37470.0,5962.0,30116.0,36309.0,1161.0,86000US32526,70477.0,6.0,2221.0,No
32530,40.0,0.0,40.0,40.0,0.0,86000US32530,N/A,0.0,0.0,No
32531,5526.0,103.0,5385.0,5482.0,44.0,86000US32531,65987.0,17.92,987.0,No
32533,29713.0,5134.0,23881.0,28792.0,921.0,86000US32533,83685.0,5.27,1553.0,No
32534,14742.0,4023.0,10053.0,13725.0,1017.0,86000US32534,66546.0,13.72,2010.0,No
32535,6094.0,2036.0,4033.0,5855.0,239.0,86000US32535,63269.0,12.8,561.0,No
32536,24105.0,3729.0,20201.0,21771.0,2334.0,86000US32536,81563.0,10.21,2451.0,No
32537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32538,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32539,30131.0,4260.0,24934.0,27955.0,2176.0,86000US32539,63845.0,13.66,3761.0,No
32540,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32541,19066.0,718.0,16994.0,17307.0,1759.0,86000US32541,95000.0,8.43,1592.0,No
32542,3128.0,602.0,2379.0,2551.0,577.0,86000US32542,49330.0,19.24,398.0,No
32544,1962.0,264.0,1483.0,1704.0,258.0,86000US32544,38750.0,10.55,116.0,No
32547,34330.0,5082.0,25325.0,29668.0,4662.0,86000US32547,61490.0,13.26,4503.0,No
32548,21708.0,3643.0,16799.0,19681.0,2027.0,86000US32548,69804.0,15.16,3268.0,No
32549,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32550,7978.0,398.0,7245.0,7715.0,263.0,86000US32550,92813.0,8.26,653.0,No
32559,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32560,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32561,9925.0,126.0,9431.0,9574.0,351.0,86000US32561,120822.0,5.8,573.0,No
32562,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32563,25912.0,823.0,24207.0,24793.0,1119.0,86000US32563,85900.0,5.86,1502.0,No
32564,2959.0,18.0,2876.0,2829.0,130.0,86000US32564,79545.0,9.69,282.0,No
32565,5014.0,160.0,4754.0,4995.0,19.0,86000US32565,66349.0,7.04,345.0,No
32566,40232.0,3982.0,34487.0,36559.0,3673.0,86000US32566,87114.0,9.53,3823.0,No
32567,3099.0,363.0,2750.0,3026.0,73.0,86000US32567,62452.0,13.52,418.0,No
32568,2853.0,47.0,2631.0,2824.0,29.0,86000US32568,61591.0,11.29,322.0,No
32569,12657.0,1526.0,10000.0,11119.0,1538.0,86000US32569,78701.0,7.75,981.0,No
32570,31341.0,2788.0,27639.0,29746.0,1595.0,86000US32570,64775.0,13.79,4256.0,No
32571,35520.0,1350.0,33223.0,34063.0,1457.0,86000US32571,80223.0,8.96,3167.0,No
32572,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32577,4390.0,172.0,4184.0,4293.0,97.0,86000US32577,75430.0,6.65,292.0,No
32578,33130.0,2047.0,29475.0,31250.0,1880.0,86000US32578,103261.0,4.95,1636.0,No
32579,10338.0,961.0,8583.0,9219.0,1119.0,86000US32579,93816.0,9.58,984.0,No
32580,4491.0,644.0,3908.0,4178.0,313.0,86000US32580,73342.0,13.46,570.0,No
32583,29365.0,3878.0,24637.0,27844.0,1521.0,86000US32583,67637.0,11.42,2722.0,No
32588,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32590,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32592,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32601,19363.0,4723.0,13536.0,17152.0,2211.0,86000US32601,74438.0,42.39,7652.0,No
32602,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32603,6949.0,690.0,5385.0,6066.0,883.0,86000US32603,42366.0,53.88,1978.0,No
32604,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32605,25556.0,3374.0,21447.0,22545.0,3011.0,86000US32605,94438.0,9.57,2439.0,No
32606,23442.0,2394.0,18464.0,21476.0,1966.0,86000US32606,94444.0,7.11,1659.0,No
32607,30214.0,6639.0,21302.0,26115.0,4099.0,86000US32607,76472.0,31.33,9393.0,No
32608,49659.0,7916.0,34904.0,43935.0,5724.0,86000US32608,78203.0,27.26,13365.0,No
32609,20105.0,8557.0,11107.0,18586.0,1519.0,86000US32609,48003.0,23.56,4492.0,No
32610,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32611,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32612,7164.0,771.0,5702.0,5903.0,1261.0,86000US32612,N/A,0.0,0.0,No
32613,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32614,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32615,13635.0,2897.0,10505.0,12599.0,1036.0,86000US32615,75217.0,12.09,1642.0,No
32616,1235.0,555.0,655.0,1100.0,135.0,86000US32616,33222.0,47.37,585.0,No
32617,4541.0,822.0,3572.0,4110.0,431.0,86000US32617,52432.0,19.93,905.0,No
32618,8264.0,1457.0,7042.0,8001.0,263.0,86000US32618,73425.0,12.22,1010.0,No
32619,5639.0,16.0,5606.0,5228.0,411.0,86000US32619,44709.0,21.25,1179.0,No
32621,4946.0,462.0,4433.0,4235.0,711.0,86000US32621,42692.0,12.43,597.0,No
32622,1032.0,105.0,923.0,1023.0,9.0,86000US32622,71625.0,21.39,219.0,No
32625,1686.0,0.0,1686.0,1686.0,0.0,86000US32625,58274.0,15.83,264.0,No
32626,8782.0,992.0,7677.0,8378.0,404.0,86000US32626,39416.0,26.22,2297.0,No
32627,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32628,5380.0,1338.0,4059.0,5138.0,242.0,86000US32628,47500.0,18.79,707.0,No
32631,155.0,0.0,142.0,155.0,0.0,86000US32631,N/A,0.0,0.0,No
32633,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32634,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32635,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32639,194.0,0.0,194.0,135.0,59.0,86000US32639,49250.0,0.0,0.0,No
32640,11299.0,2547.0,8639.0,10868.0,431.0,86000US32640,51419.0,16.07,1811.0,No
32641,14959.0,10645.0,4390.0,14436.0,523.0,86000US32641,43961.0,27.9,4035.0,No
32643,11666.0,1038.0,10507.0,10639.0,1027.0,86000US32643,72439.0,14.13,1646.0,No
32644,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32648,392.0,24.0,373.0,388.0,4.0,86000US32648,60577.0,0.0,0.0,No
32653,14030.0,2562.0,10871.0,12855.0,1175.0,86000US32653,93232.0,10.42,1460.0,No
32654,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32655,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32656,15150.0,120.0,14864.0,14564.0,586.0,86000US32656,59261.0,12.51,1892.0,No
32658,375.0,98.0,312.0,254.0,121.0,86000US32658,71250.0,15.73,59.0,No
32662,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32663,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32664,391.0,0.0,391.0,383.0,8.0,86000US32664,51786.0,4.23,16.0,No
32666,6664.0,676.0,5967.0,6553.0,111.0,86000US32666,59250.0,17.3,1153.0,No
32667,4352.0,1138.0,3342.0,4227.0,125.0,86000US32667,83400.0,12.84,558.0,No
32668,4678.0,14.0,4650.0,4115.0,563.0,86000US32668,51058.0,15.07,705.0,No
32669,14037.0,2046.0,12107.0,12951.0,1086.0,86000US32669,81813.0,7.2,1010.0,No
32680,10139.0,323.0,9639.0,9711.0,428.0,86000US32680,41923.0,24.3,2438.0,No
32681,31.0,0.0,31.0,31.0,0.0,86000US32681,N/A,0.0,0.0,No
32683,268.0,3.0,265.0,268.0,0.0,86000US32683,N/A,36.57,98.0,No
32686,4737.0,1385.0,3383.0,4517.0,220.0,86000US32686,47629.0,16.71,786.0,No
32692,160.0,0.0,160.0,160.0,0.0,86000US32692,N/A,8.13,13.0,No
32693,11882.0,1327.0,10615.0,11265.0,617.0,86000US32693,48194.0,18.69,1961.0,No
32694,2023.0,335.0,1685.0,1980.0,43.0,86000US32694,64583.0,17.7,358.0,No
32696,12436.0,2080.0,10364.0,10944.0,1492.0,86000US32696,60085.0,19.49,2395.0,No
32697,253.0,19.0,245.0,231.0,22.0,86000US32697,27292.0,37.94,96.0,No
32701,22940.0,4771.0,16183.0,17342.0,5598.0,86000US32701,65795.0,14.59,3317.0,No
32702,2796.0,204.0,2556.0,2668.0,128.0,86000US32702,59125.0,22.82,622.0,No
32703,53763.0,14885.0,34544.0,37542.0,16221.0,86000US32703,59069.0,15.6,8308.0,No
32704,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32706,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32707,36036.0,3623.0,29402.0,25798.0,10238.0,86000US32707,66137.0,14.35,5158.0,No
32708,45323.0,3231.0,38899.0,36100.0,9223.0,86000US32708,85779.0,8.17,3691.0,No
32709,1832.0,102.0,1730.0,1706.0,126.0,86000US32709,56889.0,4.53,83.0,No
32710,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32712,48151.0,7687.0,36928.0,36093.0,12058.0,86000US32712,88214.0,8.31,3981.0,No
32713,20892.0,1277.0,19076.0,18388.0,2504.0,86000US32713,80923.0,9.01,1860.0,No
32714,37981.0,6668.0,29333.0,26076.0,11905.0,86000US32714,61869.0,12.01,4537.0,No
32715,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32716,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32718,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32719,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32720,32421.0,4431.0,26690.0,28292.0,4129.0,86000US32720,62601.0,13.14,4082.0,No
32721,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32722,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32723,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32724,36961.0,3267.0,30982.0,30877.0,6084.0,86000US32724,65469.0,17.24,6169.0,No
32725,49923.0,6413.0,38466.0,30905.0,19018.0,86000US32725,58948.0,11.0,5460.0,No
32726,22485.0,5293.0,17315.0,19202.0,3283.0,86000US32726,53389.0,19.9,4406.0,No
32727,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32728,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32730,5943.0,760.0,4470.0,3882.0,2061.0,86000US32730,52438.0,17.49,1033.0,No
32732,4576.0,20.0,4499.0,4530.0,46.0,86000US32732,95143.0,7.91,362.0,No
32733,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32735,4728.0,314.0,4381.0,4414.0,314.0,86000US32735,66518.0,3.32,157.0,No
32736,10848.0,338.0,10416.0,9755.0,1093.0,86000US32736,88464.0,5.78,625.0,No
32738,45611.0,6778.0,35619.0,30677.0,14934.0,86000US32738,57835.0,13.88,6321.0,No
32739,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32744,3807.0,115.0,3508.0,3607.0,200.0,86000US32744,50750.0,9.94,375.0,No
32745,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32746,45244.0,4161.0,35928.0,37845.0,7399.0,86000US32746,100412.0,6.67,2999.0,No
32747,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32750,25025.0,2107.0,21752.0,21017.0,4008.0,86000US32750,83533.0,8.75,2167.0,No
32751,22471.0,3958.0,16976.0,19399.0,3072.0,86000US32751,94779.0,12.5,2787.0,No
32752,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32753,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32754,10984.0,791.0,10236.0,10639.0,345.0,86000US32754,59845.0,15.69,1719.0,No
32756,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32757,27990.0,4622.0,22964.0,23418.0,4572.0,86000US32757,73319.0,12.71,3509.0,No
32759,3014.0,325.0,2700.0,2983.0,31.0,86000US32759,49890.0,22.1,666.0,No
32762,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32763,23277.0,1842.0,19746.0,19237.0,4040.0,86000US32763,57535.0,12.19,2793.0,No
32764,3165.0,139.0,2988.0,3078.0,87.0,86000US32764,82019.0,7.27,230.0,No
32765,64268.0,6196.0,51770.0,52816.0,11452.0,86000US32765,100152.0,9.8,6209.0,No
32766,16855.0,1166.0,14711.0,12961.0,3894.0,86000US32766,116994.0,5.24,879.0,No
32767,3334.0,1.0,3324.0,3167.0,167.0,86000US32767,58854.0,17.13,569.0,No
32768,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32771,56266.0,16518.0,34634.0,46118.0,10148.0,86000US32771,72919.0,15.42,8621.0,No
32772,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32773,31225.0,7755.0,20499.0,21551.0,9674.0,86000US32773,50690.0,15.59,4731.0,No
32774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32775,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32776,12029.0,962.0,10547.0,10223.0,1806.0,86000US32776,91070.0,6.31,756.0,No
32777,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32778,22454.0,3056.0,18773.0,19794.0,2660.0,86000US32778,65179.0,11.24,2423.0,No
32779,29603.0,1456.0,26496.0,25507.0,4096.0,86000US32779,106607.0,6.21,1830.0,No
32780,36116.0,6072.0,29495.0,34008.0,2108.0,86000US32780,63372.0,14.81,5324.0,No
32781,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32782,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32783,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32784,12371.0,710.0,11454.0,11339.0,1032.0,86000US32784,64682.0,12.85,1589.0,No
32789,26483.0,2057.0,23165.0,23111.0,3372.0,86000US32789,120480.0,7.77,1939.0,No
32790,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32791,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32792,51659.0,6107.0,40689.0,37841.0,13818.0,86000US32792,72796.0,16.83,8591.0,No
32793,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32794,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32795,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32796,20609.0,2560.0,17665.0,19312.0,1297.0,86000US32796,63271.0,16.42,3341.0,No
32798,2882.0,142.0,2646.0,2359.0,523.0,86000US32798,71049.0,1.42,41.0,No
32799,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32801,12243.0,1076.0,10071.0,9264.0,2979.0,86000US32801,85132.0,19.74,2366.0,No
32802,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
32803,20148.0,1175.0,17807.0,17089.0,3059.0,86000US32803,94286.0,8.74,1757.0,No
32804,18023.0,1364.0,15782.0,15737.0,2286.0,86000US32804,110000.0,10.33,1805.0,No
32805,18908.0,14558.0,3841.0,17178.0,1730.0,86000US32805,34597.0,27.43,5023.0,No
32806,27661.0,2007.0,24325.0,22875.0,4786.0,86000US32806,86801.0,13.67,3684.0,No
32807,34749.0,4638.0,26291.0,14111.0,20638.0,86000US32807,47782.0,18.02,6219.0,No
32808,59291.0,42640.0,11376.0,49959.0,9332.0,86000US32808,39534.0,27.19,15916.0,No
32809,29095.0,5169.0,19447.0,13312.0,15783.0,86000US32809,48875.0,20.58,5903.0,No
